Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
PO21 1NG,No,50.782101,-0.674205,493563,98896,SZ935988,"Marine","Bognor Regis",2007-06-01,2007-06-01,6,England,2020-06-03,"Imputed by ONS by reference to surrounding postcode grid references",E01031436,"Arun 017D"
PO21 1NH,Yes,50.783473,-0.669116,493919,99055,SZ939990,"Hotham","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NJ,Yes,50.783567,-0.668688,493949,99066,SZ939990,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NL,Yes,50.784419,-0.669273,493906,99160,SZ939991,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1NN,Yes,50.783968,-0.668364,493971,99111,SZ939991,"Hotham","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1NP,Yes,50.783675,-0.667862,494007,99079,SZ940990,"Hotham","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NQ,No,50.782127,-0.673254,493630,98900,SZ936988,"Marine","Bognor Regis",1980-01-01,1981-12-01,4,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1NR,Yes,50.783392,-0.669076,493922,99046,SZ939990,"Hotham","Bognor Regis",2002-06-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NS,Yes,50.783997,-0.666973,494069,99116,SZ940991,"Hotham","Bognor Regis",1980-01-01,,4,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NT,Yes,50.784729,-0.667222,494050,99197,SZ940991,"Hotham","Bognor Regis",1980-01-01,,4,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1NU,Yes,50.783758,-0.666526,494101,99090,SZ941990,"Hotham","Bognor Regis",1980-01-01,,4,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NW,Yes,50.78443,-0.668635,493951,99162,SZ939991,"Hotham","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1NX,Yes,50.783316,-0.666368,494113,99041,SZ941990,"Hotham","Bognor Regis",2008-01-01,,4,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NY,Yes,50.783112,-0.668218,493983,99016,SZ939990,"Hotham","Bognor Regis",2009-02-01,,4,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1NZ,Yes,50.783408,-0.667302,494047,99050,SZ940990,"Hotham","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PA,Yes,50.78602,-0.666915,494069,99341,SZ940993,"Hotham","Bognor Regis",1990-02-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1PB,Yes,50.785827,-0.672851,493651,99312,SZ936993,"Hotham","Bognor Regis",1990-07-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PD,Yes,50.786063,-0.667553,494024,99345,SZ940993,"Hotham","Bognor Regis",1990-02-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PE,No,50.784796,-0.670766,493800,99200,SZ938991,"Hotham","Bognor Regis",1992-01-01,1995-07-01,7,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031431,"Arun 017A"
PO21 1PG,No,50.783791,-0.672568,493675,99086,SZ936990,"Hotham","Bognor Regis",1980-01-01,2004-05-01,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PH,Yes,50.782902,-0.678182,493281,98980,SZ932989,"Marine","Bognor Regis",1990-02-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1PJ,Yes,50.782641,-0.671835,493729,98959,SZ937989,"Hotham","Bognor Regis",1996-12-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1PL,No,50.784845,-0.675021,493500,99200,SZ934991,"Marine","Bognor Regis",1980-01-01,1994-05-01,8,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1PN,Yes,50.785448,-0.674415,493542,99268,SZ935992,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PP,Yes,50.784656,-0.673466,493610,99181,SZ936991,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PQ,Yes,50.784501,-0.673378,493616,99164,SZ936991,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PR,Yes,50.786148,-0.674239,493553,99346,SZ935993,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PS,No,50.783947,-0.671216,493770,99105,SZ937991,"Hotham","Bognor Regis",1988-03-01,2016-12-01,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PT,Yes,50.786145,-0.674686,493521,99345,SZ935993,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PU,Yes,50.785418,-0.67482,493513,99264,SZ935992,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1PW,Yes,50.785622,-0.674587,493529,99287,SZ935992,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1PX,No,50.785301,-0.674809,493514,99251,SZ935992,"Marine","Bognor Regis",1980-01-01,2016-09-01,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1PY,Yes,50.784355,-0.673949,493577,99147,SZ935991,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1PZ,No,50.78492,-0.67455,493533,99209,SZ935992,"Marine","Bognor Regis",1980-01-01,2016-10-01,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QA,No,50.784466,-0.674166,493561,99159,SZ935991,"Marine","Bognor Regis",1980-01-01,2009-03-01,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QB,Yes,50.785602,-0.67517,493488,99284,SZ934992,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QD,Yes,50.785853,-0.675957,493432,99311,SZ934993,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QE,Yes,50.78578,-0.675789,493444,99303,SZ934993,"Marine","Bognor Regis",1980-01-01,,9,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QF,Yes,50.786169,-0.676061,493424,99346,SZ934993,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031444,"Arun 016B"
PO21 1QG,Yes,50.785244,-0.676173,493418,99243,SZ934992,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QH,Yes,50.785339,-0.67661,493387,99253,SZ933992,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QJ,Yes,50.785598,-0.676539,493391,99282,SZ933992,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QL,Yes,50.784883,-0.676821,493373,99202,SZ933992,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QN,Yes,50.784112,-0.675467,493470,99118,SZ934991,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QP,Yes,50.784058,-0.675426,493473,99112,SZ934991,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QQ,Yes,50.785358,-0.675964,493432,99256,SZ934992,"Marine","Bognor Regis",1985-10-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QR,Yes,50.783939,-0.676096,493426,99098,SZ934990,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QS,Yes,50.783552,-0.67605,493430,99055,SZ934990,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QT,Yes,50.783601,-0.67573,493452,99061,SZ934990,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QU,Yes,50.783771,-0.673108,493637,99083,SZ936990,"Marine","Bognor Regis",1983-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QW,Yes,50.784486,-0.675896,493439,99159,SZ934991,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QX,Yes,50.783534,-0.675214,493489,99054,SZ934990,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1QZ,No,50.78576,-0.676414,493400,99300,SZ933992,"Marine","Bognor Regis",1984-02-01,1984-12-01,8,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1RA,No,50.781877,-0.675076,493502,98870,SZ935988,"Marine","Bognor Regis",1980-01-01,1999-06-01,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RB,Yes,50.783135,-0.674913,493511,99010,SZ935990,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RD,Yes,50.780966,-0.678748,493245,98764,SZ932987,"Marine","Bognor Regis",2001-12-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RE,Yes,50.784248,-0.670839,493796,99139,SZ937991,"Hotham","Bognor Regis",1990-02-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1RF,Yes,50.784196,-0.670968,493787,99133,SZ937991,"Hotham","Bognor Regis",1990-02-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1RG,Yes,50.783947,-0.671216,493770,99105,SZ937991,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1RH,Yes,50.784239,-0.670768,493801,99138,SZ938991,"Hotham","Bognor Regis",1990-02-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1RJ,Yes,50.783507,-0.672108,493708,99055,SZ937990,"Hotham","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1RL,Yes,50.783507,-0.672108,493708,99055,SZ937990,"Hotham","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1RP,Yes,50.785144,-0.675374,493475,99233,SZ934992,"Marine","Bognor Regis",1983-03-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RQ,Yes,50.783905,-0.671529,493748,99100,SZ937990,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1RR,Yes,50.783109,-0.673481,493612,99009,SZ936990,"Marine","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RS,Yes,50.783152,-0.673295,493625,99014,SZ936990,"Marine","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RT,Yes,50.78485,-0.677049,493357,99198,SZ933991,"Marine","Bognor Regis",1993-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RU,Yes,50.782945,-0.674096,493569,98990,SZ935989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RW,Yes,50.783248,-0.673009,493645,99025,SZ936990,"Marine","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RX,Yes,50.782832,-0.674439,493545,98977,SZ935989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RY,Yes,50.78267,-0.675224,493490,98958,SZ934989,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1RZ,Yes,50.782547,-0.67549,493472,98944,SZ934989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SA,Yes,50.786397,-0.672367,493684,99376,SZ936993,"Hotham","Bognor Regis",1993-08-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1SB,Yes,50.781484,-0.677697,493318,98823,SZ933988,"Marine","Bognor Regis",2001-06-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SD,Yes,50.783679,-0.673869,493584,99072,SZ935990,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SE,Yes,50.783383,-0.673934,493580,99039,SZ935990,"Marine","Bognor Regis",2017-07-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SF,Yes,50.783706,-0.67135,493761,99078,SZ937990,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1SG,Yes,50.78372,-0.67179,493730,99079,SZ937990,"Hotham","Bognor Regis",1990-02-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1SH,Yes,50.785213,-0.675039,493498,99241,SZ934992,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SJ,Yes,50.783135,-0.674913,493511,99010,SZ935990,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SL,No,50.783333,-0.674184,493562,99033,SZ935990,"Marine","Bognor Regis",1980-01-01,2004-07-01,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SN,No,50.78303,-0.673653,493600,99000,SZ936989,"Marine","Bognor Regis",1991-09-01,1992-12-01,6,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1SP,Yes,50.783477,-0.673506,493610,99050,SZ936990,"Marine","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SQ,Yes,50.78372,-0.67179,493730,99079,SZ937990,"Hotham","Bognor Regis",1990-02-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1SR,Yes,50.784123,-0.672488,493680,99123,SZ936991,"Hotham","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1SS,Yes,50.784114,-0.671729,493734,99123,SZ937991,"Hotham","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1ST,Yes,50.78291,-0.675849,493445,98984,SZ934989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SU,Yes,50.782376,-0.675552,493467,98925,SZ934989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1SW,No,50.78303,-0.673653,493600,99000,SZ936989,"Marine","Bognor Regis",1980-01-01,1992-12-01,6,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1SX,No,50.782818,-0.667631,494025,98984,SZ940989,"Hotham","Bognor Regis",1980-01-01,2009-11-01,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1SY,Yes,50.781483,-0.676102,493430,98825,SZ934988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031437,"Arun 017E"
PO21 1SZ,Yes,50.781373,-0.677417,493338,98811,SZ933988,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TA,Yes,50.781542,-0.677199,493353,98830,SZ933988,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TB,Yes,50.781669,-0.677295,493346,98844,SZ933988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TD,Yes,50.781799,-0.677674,493319,98858,SZ933988,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TE,Yes,50.781966,-0.677301,493345,98877,SZ933988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TF,Yes,50.782577,-0.677255,493347,98945,SZ933989,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TG,No,50.782964,-0.676535,493397,98989,SZ933989,"Marine","Bognor Regis",1980-01-01,2003-01-01,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031437,"Arun 017E"
PO21 1TH,Yes,50.782528,-0.677682,493317,98939,SZ933989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TJ,Yes,50.783493,-0.677981,493294,99046,SZ932990,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TL,No,50.783308,-0.674327,493552,99030,SZ935990,"Marine","Bognor Regis",1995-07-01,2007-03-01,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TN,No,50.781297,-0.679377,493200,98800,SZ931987,"Marine","Bognor Regis",1980-01-01,1986-12-01,5,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031437,"Arun 017E"
PO21 1TP,Yes,50.781925,-0.677728,493315,98872,SZ933988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TQ,No,50.781297,-0.679377,493200,98800,SZ931987,"Marine","Bognor Regis",1980-01-01,1981-12-01,5,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031437,"Arun 017E"
PO21 1TR,Yes,50.781,-0.678576,493257,98768,SZ932987,"Marine","Bognor Regis",1985-10-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TS,Yes,50.781034,-0.678405,493269,98772,SZ932987,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TT,No,50.781086,-0.678248,493280,98778,SZ932987,"Marine","Bognor Regis",1980-01-01,2015-08-01,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TU,Yes,50.782346,-0.67834,493271,98918,SZ932989,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TW,No,50.78218,-0.677933,493300,98900,SZ933988,"Marine","Bognor Regis",1980-01-01,1986-12-01,7,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1TX,Yes,50.78168,-0.678316,493274,98844,SZ932988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TY,No,50.781086,-0.678248,493280,98778,SZ932987,"Marine","Bognor Regis",1980-01-01,2011-06-01,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1TZ,No,50.781197,-0.678528,493260,98790,SZ932987,"Marine","Bognor Regis",1992-08-01,1994-05-01,6,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1UA,Yes,50.782015,-0.678505,493260,98881,SZ932988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UB,Yes,50.782499,-0.678321,493272,98935,SZ932989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UD,Yes,50.782595,-0.678936,493228,98945,SZ932989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UE,Yes,50.782503,-0.678662,493248,98935,SZ932989,"Marine","Bognor Regis",1980-01-01,,5,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UF,Yes,50.782795,-0.678256,493276,98968,SZ932989,"Marine","Bognor Regis",1980-01-01,,8,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UG,No,50.782196,-0.679351,493200,98900,SZ932988,"Marine","Bognor Regis",1980-01-01,1990-12-01,7,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1UH,Yes,50.782411,-0.680097,493147,98923,SZ931989,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031437,"Arun 017E"
PO21 1UJ,Yes,50.784701,-0.670315,493832,99190,SZ938991,"Hotham","Bognor Regis",1987-04-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031431,"Arun 017A"
PO21 1UL,Yes,50.782327,-0.680638,493109,98913,SZ931989,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UN,Yes,50.782609,-0.680198,493139,98945,SZ931989,"Marine","Bognor Regis",2005-08-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031437,"Arun 017E"
PO21 1UP,Yes,50.782193,-0.680671,493107,98898,SZ931988,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UQ,Yes,50.782542,-0.678958,493227,98939,SZ932989,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UR,Yes,50.782269,-0.679505,493189,98908,SZ931989,"Marine","Bognor Regis",1980-01-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031437,"Arun 017E"
PO21 1US,No,50.782196,-0.679351,493200,98900,SZ932988,"Marine","Bognor Regis",1995-01-01,1995-12-01,7,England,2020-06-03,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01031436,"Arun 017D"
PO21 1UT,Yes,50.783629,-0.67724,493346,99062,SZ933990,"Marine","Bognor Regis",1980-01-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031436,"Arun 017D"
PO21 1UU,Yes,50.788849,-0.672127,493696,99649,SZ936996,"Hotham","Bognor Regis",1990-07-01,,6,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031434,"Arun 014C"
PO21 1UX,Yes,50.785795,-0.672426,493681,99309,SZ936993,"Hotham","Bognor Regis",1990-02-01,,7,England,2020-06-03,"Within the building of the matched address closest to the postcode mean",E01031432,"Arun 017B"
PO21 1WA,No,50.785795,-0.672426,493681,99309,SZ936993,"Hotham","Bognor Regis",2001-12-01,2002-12-01,7,England,2020-06-03,"Imputed by ONS by reference to surrounding postcode grid references",E01031432,"Arun 017B"
PO21 1WB,No,50.785795,-0.672426,493681,99309,SZ936993,"Hotham","Bognor Regis",2001-12-01,2003-10-01,7,England,2020-06-03,"Imputed by ONS by reference to surrounding postcode grid references",E01031432,"Arun 017B"
PO21 1WD,No,50.785795,-0.672426,493681,99309,SZ936993,"Hotham","Bognor Regis",2004-01-01,2004-01-01,7,England,2020-06-03,"Imputed by ONS by reference to surrounding postcode grid references",E01031432,"Arun 017B"
PO21 1WE,No,50.785795,-0.672426,493681,99309,SZ936993,"Hotham","Bognor Regis",2002-06-01,2002-09-01,7,England,2020-06-03,"Imputed by ONS by reference to surrounding postcode grid references",E01031432,"Arun 017B"
PO21 1WF,No,50.785795,-0.672426,493681,99309,SZ936993,"Hotham","Bognor Regis",2002-06-01,2004-02-01,7,England,2020-06-03,"Imputed by ONS by reference to surrounding postcode grid references",E01031432,"Arun 017B"
